date,city,temperature_c,humidity_percent,electricity_units_kwh,household_size,income_level,power_outage_hours
2025-08-23,Quetta,28.7,57,21.31,6,Low,2.23
2025-08-24,Quetta,36.5,87,19.69,6,High,0.91
2025-08-25,Peshawar,29.1,59,25.25,7,Middle,1.42
2025-08-26,Karachi,40.6,38,27.26,6,Low,0.7
2025-08-27,Peshawar,19.8,68,17.99,8,Low,1.82
2025-08-28,Karachi,29.9,60,21.63,2,Low,2.71
2025-08-29,Lahore,21.2,87,15.65,3,Low,1.75
2025-08-30,Karachi,32.5,50,7.01,8,Low,1.08
2025-08-31,Peshawar,36.2,85,23.2,8,Middle,0.92
2025-09-01,Quetta,27.1,76,25.65,5,High,1.54
2025-09-02,Karachi,11.8,63,23.57,2,Middle,1.71
2025-09-03,Karachi,31.4,84,10.3,7,Middle,1.23
2025-09-04,Islamabad,33.1,60,19.89,5,Low,1.47
2025-09-05,Quetta,32.8,81,8.69,2,Middle,0.15
2025-09-06,Lahore,38.7,54,30.22,6,Low,4.55
2025-09-07,Peshawar,22.5,41,15.48,7,Middle,2.35
2025-09-08,Lahore,34.8,30,29.53,7,Low,0.7
2025-09-09,Quetta,38.3,84,27.68,5,Low,1.24
2025-09-10,Karachi,17.5,51,16.6,6,Middle,0.07
2025-09-11,Karachi,32.2,69,15.2,5,Middle,0.06
2025-09-12,Quetta,26.5,66,24.1,4,High,0.43
2025-09-13,Karachi,29.4,76,16.93,2,High,1.76
2025-09-14,Karachi,32.4,30,22.61,4,High,2.87
2025-09-15,Karachi,26.6,30,19.1,2,Middle,1.23
2025-09-16,Peshawar,25.3,86,11.31,3,Middle,1.14
2025-09-17,Peshawar,30.2,71,8.62,8,Low,0.77
2025-09-18,Islamabad,22.4,83,23.36,7,High,0.26
2025-09-19,Lahore,22.4,71,18.63,5,Low,0.19
2025-09-20,Quetta,34.8,50,18.68,3,Low,2.14
2025-09-21,Quetta,22.0,44,26.18,3,Low,3.94
2025-09-22,Quetta,34.7,46,29.04,7,Low,0.92
2025-09-23,Islamabad,33.2,51,20.36,7,High,1.62
2025-09-24,Peshawar,17.9,67,19.96,2,Low,3.69
2025-09-25,Islamabad,25.3,64,25.0,4,Middle,0.14
2025-09-26,Quetta,38.4,74,13.86,6,Middle,2.21
2025-09-27,Lahore,23.1,45,23.34,2,Middle,1.44
2025-09-28,Karachi,26.7,37,25.31,6,High,1.37
2025-09-29,Peshawar,33.2,76,26.08,3,Low,0.52
2025-09-30,Peshawar,35.5,46,10.38,6,High,1.73
2025-10-01,Islamabad,28.2,46,17.43,4,Low,2.38
2025-10-02,Peshawar,25.8,83,16.73,2,High,0.18
2025-10-03,Quetta,40.0,55,22.6,7,High,1.14
2025-10-04,Quetta,42.2,42,24.88,4,Low,0.16
2025-10-05,Islamabad,36.9,46,30.98,8,High,3.09
2025-10-06,Quetta,30.6,67,19.03,4,Low,1.06
2025-10-07,Lahore,24.3,46,19.01,8,Middle,2.48
2025-10-08,Islamabad,24.2,77,28.9,2,Middle,0.69
2025-10-09,Lahore,33.7,43,23.78,7,Middle,0.2
2025-10-10,Karachi,32.9,74,29.61,4,High,0.06
2025-10-11,Lahore,39.8,35,23.73,8,Middle,0.5
2025-10-12,Karachi,34.6,64,15.06,7,Low,0.42
2025-10-13,Karachi,19.5,75,14.0,5,Middle,1.23
2025-10-14,Lahore,37.4,43,12.69,5,Middle,0.03
2025-10-15,Islamabad,23.0,76,25.97,5,High,1.1
2025-10-16,Quetta,27.3,37,29.13,6,Low,0.75
2025-10-17,Quetta,31.8,44,33.1,4,High,1.29
2025-10-18,Karachi,44.0,83,27.06,2,High,1.82
2025-10-19,Karachi,51.8,56,28.98,2,Low,1.51
2025-10-20,Islamabad,34.2,42,18.52,6,High,6.26
2025-10-21,Peshawar,28.7,78,15.06,2,Low,0.22
2025-10-22,Lahore,33.7,60,27.1,8,Middle,0.84
2025-10-23,Karachi,36.2,82,24.51,5,Low,0.83
2025-10-24,Quetta,27.8,85,22.64,4,Low,0.81
2025-10-25,Islamabad,42.6,64,24.32,2,Low,1.64
2025-10-26,Lahore,31.6,89,23.94,2,High,1.01
2025-10-27,Islamabad,33.5,35,29.7,3,Low,1.09
2025-10-28,Lahore,34.7,34,29.77,3,Low,0.85
2025-10-29,Lahore,33.0,51,25.27,3,Low,7.19
2025-10-30,Karachi,35.9,87,27.07,4,Middle,3.94
2025-10-31,Islamabad,25.7,78,25.08,5,Low,0.55
2025-11-01,Islamabad,26.1,52,19.23,7,High,0.18
2025-11-02,Quetta,22.3,54,26.54,5,Low,2.75
2025-11-03,Quetta,33.1,63,13.63,5,Low,8.8
2025-11-04,Karachi,35.5,55,28.32,4,Middle,0.52
2025-11-05,Karachi,33.2,76,14.83,8,Low,0.66
2025-11-06,Peshawar,41.7,34,23.71,8,High,4.26
2025-11-07,Quetta,30.0,55,16.93,4,Low,1.86
2025-11-08,Lahore,34.7,49,25.32,3,High,0.53
2025-11-09,Islamabad,22.4,35,21.8,2,Middle,1.3
2025-11-10,Karachi,27.3,35,12.43,6,Low,4.33
2025-11-11,Islamabad,34.9,88,24.52,6,Middle,2.51
2025-11-12,Islamabad,35.9,79,18.53,7,Low,2.03
2025-11-13,Peshawar,27.9,47,27.29,2,High,2.0
2025-11-14,Quetta,29.5,33,22.01,7,Middle,0.29
2025-11-15,Karachi,19.4,46,24.37,3,Low,2.61
2025-11-16,Islamabad,27.5,86,16.25,7,High,0.48
2025-11-17,Karachi,36.2,43,18.46,2,Middle,4.0
2025-11-18,Lahore,34.0,43,19.25,2,Low,0.68
2025-11-19,Peshawar,33.5,42,27.14,6,Middle,2.92
2025-11-20,Lahore,30.3,36,32.06,8,Low,0.46
2025-11-21,Karachi,30.0,73,17.17,3,High,1.08
2025-11-22,Karachi,25.4,84,28.46,4,High,0.17
2025-11-23,Quetta,34.9,44,8.98,7,Middle,1.62
2025-11-24,Islamabad,32.9,48,14.83,6,Middle,2.71
2025-11-25,Islamabad,33.4,72,16.25,7,Low,1.9
2025-11-26,Lahore,26.3,76,13.88,7,High,1.11
2025-11-27,Peshawar,14.9,73,12.5,4,Low,0.07
2025-11-28,Islamabad,37.7,64,24.48,3,High,4.06
2025-11-29,Quetta,26.6,46,20.72,2,Middle,1.83
2025-11-30,Lahore,24.0,64,24.28,5,Low,2.05
2025-12-01,Lahore,34.9,48,26.14,7,Low,2.37
2025-12-02,Quetta,27.3,49,23.59,5,High,2.07
2025-12-03,Peshawar,37.4,65,25.95,3,High,0.87
2025-12-04,Quetta,34.3,64,21.58,5,High,1.98
2025-12-05,Peshawar,34.8,61,14.88,7,Middle,1.47
2025-12-06,Quetta,20.4,87,28.35,4,Low,2.89
2025-12-07,Quetta,38.5,77,18.47,5,High,2.43
2025-12-08,Karachi,31.8,73,16.39,3,Middle,0.06
2025-12-09,Lahore,27.4,69,20.93,3,High,0.71
2025-12-10,Quetta,31.0,53,16.52,8,Low,0.05
2025-12-11,Quetta,17.6,46,19.5,8,High,0.16
2025-12-12,Islamabad,32.9,36,24.06,4,Low,1.38
2025-12-13,Lahore,22.8,72,24.09,5,Middle,3.11
2025-12-14,Islamabad,20.5,79,16.61,5,Middle,0.19
2025-12-15,Lahore,19.3,30,19.07,8,High,0.9
2025-12-16,Islamabad,37.8,64,28.45,2,Low,3.63
2025-12-17,Quetta,25.6,61,24.98,6,Low,2.53
2025-12-18,Quetta,40.7,65,34.45,3,Low,1.1
2025-12-19,Karachi,26.2,42,29.08,2,High,2.21
2025-12-20,Islamabad,18.0,35,28.87,3,Low,1.11
2025-12-21,Peshawar,22.2,87,13.67,2,Low,0.26
2025-12-22,Karachi,38.7,43,26.58,8,Low,0.2
2025-12-23,Islamabad,28.9,66,21.68,8,Low,0.31
2025-12-24,Islamabad,26.2,77,18.69,6,High,0.65
2025-12-25,Karachi,31.1,44,23.01,2,High,4.0
2025-12-26,Quetta,33.5,76,27.67,3,Low,2.41
2025-12-27,Islamabad,37.8,33,25.0,5,Low,0.85
2025-12-28,Quetta,40.1,69,16.73,3,Middle,1.02
2025-12-29,Karachi,27.5,88,26.45,7,Middle,0.46
2025-12-30,Quetta,20.7,45,18.17,8,Low,1.83
2025-12-31,Lahore,27.1,57,23.3,4,Low,2.44
2026-01-01,Peshawar,31.8,45,20.18,4,Middle,0.41
2026-01-02,Islamabad,23.3,33,20.69,8,Middle,0.06
2026-01-03,Peshawar,23.3,74,26.6,7,Low,1.47
2026-01-04,Quetta,32.4,55,15.76,4,High,1.24
2026-01-05,Islamabad,29.7,57,33.67,8,High,0.77
2026-01-06,Quetta,30.2,61,11.07,4,Low,1.55
2026-01-07,Lahore,24.7,74,18.41,8,Low,1.2
2026-01-08,Karachi,28.4,31,24.22,6,Middle,0.43
2026-01-09,Islamabad,23.5,60,25.51,5,Middle,0.76
2026-01-10,Lahore,36.2,32,21.4,5,High,0.84
2026-01-11,Lahore,37.2,83,21.66,3,Low,3.18
2026-01-12,Islamabad,17.1,37,24.46,7,Middle,4.86
2026-01-13,Quetta,23.5,53,20.61,8,High,3.35
2026-01-14,Lahore,19.5,44,30.36,2,High,1.91
2026-01-15,Peshawar,25.4,72,27.04,3,High,1.32
2026-01-16,Lahore,29.4,60,27.24,3,Middle,1.75
2026-01-17,Quetta,19.9,38,16.2,8,Middle,4.2
2026-01-18,Quetta,23.5,68,21.52,8,Low,0.43
2026-01-19,Peshawar,23.0,74,20.2,3,Low,1.15
2026-01-20,Lahore,31.5,31,15.97,3,High,1.75
2026-01-21,Quetta,30.5,37,24.16,5,High,1.71
2026-01-22,Islamabad,24.9,36,18.77,2,Middle,0.44
2026-01-23,Karachi,31.2,85,25.93,3,Middle,1.33
2026-01-24,Karachi,26.2,73,15.58,5,Low,2.38
2026-01-25,Karachi,28.1,80,32.31,3,Low,0.97
2026-01-26,Lahore,41.7,68,16.62,4,Low,2.36
2026-01-27,Peshawar,39.4,71,23.32,3,Middle,0.67
2026-01-28,Quetta,20.9,86,26.75,8,High,4.19
2026-01-29,Islamabad,35.8,45,18.58,7,Low,1.15
2026-01-30,Islamabad,35.7,64,27.11,7,Low,1.36
2026-01-31,Lahore,22.0,59,14.62,3,Middle,0.05
2026-02-01,Karachi,35.7,39,30.71,6,Low,0.28
2026-02-02,Lahore,40.8,67,22.08,4,High,1.5
2026-02-03,Peshawar,22.1,47,18.42,2,Middle,0.82
2026-02-04,Peshawar,23.6,79,20.2,3,Low,1.06
2026-02-05,Quetta,37.1,34,26.85,2,Low,0.1
2026-02-06,Quetta,31.9,82,18.49,4,Middle,2.69
2026-02-07,Peshawar,33.9,58,17.5,3,Middle,2.3
2026-02-08,Peshawar,32.4,68,20.67,6,Low,0.31
